騎手名,コース,1着,2着,3着,4着以下,単勝回収率,複勝回収率
角田和,中京ダート1900m,6,5,2,34,3.32,1.37
角田和,中京芝1200m,0,2,0,18,0.0,0.14
角田和,中京芝1400m,0,1,4,33,0.0,0.54
角田和,中京芝1600m,2,2,1,32,0.61,0.51
角田和,中京芝2000m,0,3,2,32,0.0,0.62
角田和,中京芝2200m,0,0,1,17,0.0,0.23
角田和,中山ダート1200m,0,0,0,1,0.0,0.0
角田和,中山ダート1800m,1,0,1,3,0.92,3.5
角田和,中山芝1200m,0,0,0,1,0.0,0.0
角田和,中山芝2000m,0,0,0,3,0.0,0.0
角田和,京都ダート1200m,0,1,4,27,0.0,1.02
角田和,京都ダート1400m,2,0,0,24,4.33,0.66
角田和,京都ダート1800m,0,1,3,25,0.0,0.36
角田和,京都ダート1900m,0,0,0,7,0.0,0.0
角田和,京都芝1200m,0,0,0,6,0.0,0.0
角田和,京都芝1400m,0,0,3,6,0.0,3.32
角田和,京都芝1600m,0,0,2,9,0.0,0.59
角田和,京都芝1800m,0,0,1,10,0.0,0.35
角田和,京都芝2000m,0,0,1,6,0.0,0.39
角田和,京都芝2200m,0,0,0,4,0.0,0.0
角田和,京都芝2400m,0,0,0,2,0.0,0.0
角田和,函館ダート1000m,2,1,3,14,0.59,0.57
角田和,函館ダート1700m,3,1,1,27,0.82,0.42
角田和,函館ダート2400m,0,0,1,1,0.0,0.95
角田和,函館芝1000m,0,1,0,1,0.0,1.25
角田和,函館芝1200m,1,4,2,32,0.14,1.52
角田和,函館芝1800m,0,0,3,10,0.0,0.64
角田和,函館芝2000m,1,0,2,4,8.06,3.9
角田和,函館芝2600m,2,0,0,3,3.62,0.94
角田和,小倉ダート1000m,0,1,2,16,0.0,2.21
角田和,小倉ダート1700m,4,4,9,60,0.33,0.75
角田和,小倉ダート2400m,0,1,0,2,0.0,0.6
角田和,小倉芝1200m,3,6,0,70,0.56,0.78
角田和,小倉芝1800m,0,3,0,29,0.0,0.28
角田和,小倉芝2000m,0,2,2,27,0.0,0.35
角田和,小倉芝2600m,1,0,0,7,2.25,1.0
角田和,新潟ダート1200m,2,3,3,42,0.19,0.63
角田和,新潟ダート1800m,5,3,5,44,0.33,0.73
角田和,新潟芝1000m,1,1,0,9,1.2,0.54
角田和,新潟芝1200m,1,0,1,14,0.54,0.41
角田和,新潟芝1400m,1,0,1,11,0.58,0.52
角田和,新潟芝1600m,0,2,2,9,0.0,3.7
角田和,新潟芝1800m,0,2,1,18,0.0,0.3
角田和,新潟芝2000m,1,3,3,14,0.12,0.81
角田和,新潟芝2200m,0,0,0,5,0.0,0.0
角田和,新潟芝2400m,0,0,0,3,0.0,0.0
角田和,札幌ダート1000m,4,1,1,11,1.24,0.59
角田和,札幌ダート1700m,1,5,2,44,0.06,0.7
角田和,札幌ダート2400m,1,1,0,4,0.82,0.48
角田和,札幌芝1200m,0,1,3,16,0.0,0.77
角田和,札幌芝1500m,0,0,1,15,0.0,0.66
角田和,札幌芝1800m,2,0,1,14,3.98,0.69
角田和,札幌芝2000m,1,0,1,16,0.8,0.42
角田和,札幌芝2600m,1,0,1,5,0.81,0.8
角田和,東京ダート1300m,0,0,0,1,0.0,0.0
角田和,東京ダート1400m,0,0,1,1,0.0,5.75
角田和,東京ダート1600m,0,0,1,2,0.0,0.57
角田和,東京ダート2100m,0,0,0,3,0.0,0.0
角田和,東京芝1600m,1,0,0,2,73.97,13.17
角田和,福島ダート1150m,6,2,1,39,0.89,0.66
角田和,福島ダート1700m,0,7,2,57,0.0,0.26
角田和,福島ダート2400m,0,0,0,4,0.0,0.0
角田和,福島芝1200m,6,4,3,63,0.36,0.39
角田和,福島芝1800m,2,3,4,20,0.4,0.88
角田和,福島芝2000m,3,3,2,25,0.85,0.7
角田和,福島芝2600m,1,1,1,12,1.58,0.91
角田和,阪神ダート1200m,1,0,1,14,0.51,0.37
角田和,阪神ダート1400m,2,0,1,10,1.92,1.25
角田和,阪神ダート1800m,3,2,0,35,0.31,0.29
角田和,阪神ダート2000m,0,0,0,5,0.0,0.0
角田和,阪神芝1200m,0,1,0,6,0.0,1.69
角田和,阪神芝1400m,0,0,0,9,0.0,0.0
角田和,阪神芝1600m,0,0,1,9,0.0,0.27
角田和,阪神芝1800m,0,1,0,2,0.0,0.9
角田和,阪神芝2000m,0,1,0,4,0.0,0.44
角田和,阪神芝2200m,0,0,0,2,0.0,0.0
和田翼,中京ダート1200m,0,1,0,12,0.0,2.77
和田翼,中京ダート1400m,0,1,0,9,0.0,0.83
和田翼,中京ダート1800m,3,1,2,20,1.16,0.77
和田翼,中京ダート1900m,0,0,1,8,0.0,0.5
和田翼,中京芝1200m,0,0,1,4,0.0,0.62
和田翼,中京芝1400m,0,1,0,6,0.0,2.21
和田翼,中京芝1600m,0,0,0,4,0.0,0.0
和田翼,中京芝2000m,0,0,0,7,0.0,0.0
和田翼,中京芝2200m,0,0,0,5,0.0,0.0
和田翼,中山ダート1200m,0,0,1,5,0.0,0.82
和田翼,中山ダート1800m,0,0,1,0,0.0,3.3
和田翼,中山芝1600m,0,0,0,1,0.0,0.0
和田翼,京都ダート1200m,0,1,0,8,0.0,0.52
和田翼,京都ダート1400m,0,0,1,5,0.0,0.38
和田翼,京都ダート1800m,0,0,1,17,0.0,0.11
和田翼,京都ダート1900m,0,0,0,1,0.0,0.0
和田翼,京都芝1200m,0,0,0,4,0.0,0.0
和田翼,京都芝1600m,0,0,0,6,0.0,0.0
和田翼,京都芝1800m,0,0,0,3,0.0,0.0
和田翼,京都芝2000m,0,0,0,2,0.0,0.0
和田翼,京都芝2200m,0,0,0,2,0.0,0.0
和田翼,小倉ダート1000m,0,0,1,4,0.0,2.32
和田翼,小倉ダート1700m,0,2,1,16,0.0,1.63
和田翼,小倉ダート2400m,0,0,0,1,0.0,0.0
和田翼,小倉芝1200m,0,0,0,21,0.0,0.0
和田翼,小倉芝1800m,0,0,0,4,0.0,0.0
和田翼,小倉芝2000m,0,0,0,5,0.0,0.0
和田翼,小倉芝2600m,0,0,0,4,0.0,0.0
和田翼,新潟ダート1200m,0,1,0,3,0.0,1.18
和田翼,新潟ダート1800m,0,0,2,6,0.0,1.39
和田翼,新潟芝1000m,0,0,0,1,0.0,0.0
和田翼,新潟芝1200m,0,1,0,1,0.0,3.7
和田翼,新潟芝1800m,0,0,0,2,0.0,0.0
和田翼,新潟芝2000m,0,0,0,3,0.0,0.0
和田翼,札幌ダート1000m,0,0,0,1,0.0,0.0
和田翼,札幌ダート1700m,0,0,0,9,0.0,0.0
和田翼,札幌芝1200m,0,0,0,2,0.0,0.0
和田翼,札幌芝1500m,0,0,0,3,0.0,0.0
和田翼,札幌芝1800m,0,0,0,1,0.0,0.0
和田翼,札幌芝2000m,0,0,0,2,0.0,0.0
和田翼,札幌芝2600m,0,0,0,1,0.0,0.0
和田翼,東京ダート1300m,0,0,0,1,0.0,0.0
和田翼,東京ダート1600m,0,0,0,1,0.0,0.0
和田翼,福島ダート1150m,0,0,0,2,0.0,0.0
和田翼,福島ダート1700m,0,0,0,4,0.0,0.0
和田翼,福島芝1200m,0,1,0,3,0.0,5.95
和田翼,福島芝1800m,0,0,0,1,0.0,0.0
和田翼,福島芝2000m,0,0,0,1,0.0,0.0
和田翼,阪神ダート1200m,0,1,1,22,0.0,0.52
和田翼,阪神ダート1400m,1,0,0,21,2.67,0.44
和田翼,阪神ダート1800m,0,1,2,25,0.0,1.64
和田翼,阪神ダート2000m,0,0,0,4,0.0,0.0
和田翼,阪神芝1200m,0,0,0,2,0.0,0.0
和田翼,阪神芝1400m,0,0,0,5,0.0,0.0
和田翼,阪神芝1600m,0,0,0,5,0.0,0.0
和田翼,阪神芝1800m,0,0,0,5,0.0,0.0
和田翼,阪神芝2000m,0,0,0,5,0.0,0.0
和田翼,阪神芝2200m,0,0,0,1,0.0,0.0
和田翼,阪神芝2400m,0,0,0,3,0.0,0.0
福永,中京ダート1200m,7,5,10,34,0.45,0.66
福永,中京ダート1400m,11,11,9,49,0.47,0.62
福永,中京ダート1800m,16,4,9,60,1.12,0.65
福永,中京ダート1900m,3,2,3,21,0.31,0.37
福永,中京芝1200m,6,3,5,24,0.65,0.61
福永,中京芝1400m,9,6,6,34,0.53,0.67
福永,中京芝1600m,12,7,7,47,0.74,0.58
福永,中京芝2000m,12,13,13,65,0.52,0.62
福永,中京芝2200m,4,5,6,27,0.22,0.59
福永,中京芝3000m,0,0,0,1,0.0,0.0
福永,中山ダート1200m,1,1,0,9,0.47,0.33
福永,中山ダート1800m,4,1,1,12,0.84,0.56
福永,中山ダート2400m,0,0,0,1,0.0,0.0
福永,中山芝1200m,0,0,0,2,0.0,0.0
福永,中山芝1600m,0,2,0,9,0.0,0.21
福永,中山芝1800m,0,1,1,7,0.0,0.38
福永,中山芝2000m,3,2,0,15,0.82,0.71
福永,中山芝2200m,0,0,2,4,0.0,0.53
福永,中山芝2500m,1,1,0,5,0.39,0.57
福永,京都ダート1200m,3,1,0,15,0.38,0.29
福永,京都ダート1400m,4,1,1,17,0.85,0.42
福永,京都ダート1800m,2,4,3,24,0.26,0.47
福永,京都ダート1900m,1,0,0,6,0.26,0.16
福永,京都芝1200m,0,1,0,3,0.0,0.38
福永,京都芝1400m,3,2,2,14,0.59,0.62
福永,京都芝1600m,5,3,3,19,0.98,0.69
福永,京都芝1800m,5,5,3,17,0.53,0.68
福永,京都芝2000m,4,2,1,10,1.78,0.85
福永,京都芝2200m,0,0,0,4,0.0,0.0
福永,京都芝2400m,1,0,0,5,1.32,0.58
福永,京都芝3000m,1,0,0,1,0.55,0.55
福永,小倉ダート1000m,2,2,0,5,0.78,0.68
福永,小倉ダート1700m,5,3,3,33,0.8,0.52
福永,小倉芝1200m,13,13,4,49,0.77,0.69
福永,小倉芝1800m,11,6,4,28,0.75,0.66
福永,小倉芝2000m,3,5,3,18,0.47,0.66
福永,小倉芝2600m,2,2,0,9,0.58,0.6
福永,新潟ダート1200m,0,2,0,15,0.0,0.17
福永,新潟ダート1800m,7,1,3,19,0.52,0.62
福永,新潟芝1000m,0,0,0,2,0.0,0.0
福永,新潟芝1200m,0,1,0,3,0.0,0.53
福永,新潟芝1400m,3,3,3,15,1.12,0.75
福永,新潟芝1600m,6,2,3,21,0.8,0.56
福永,新潟芝1800m,8,2,4,15,1.19,0.74
福永,新潟芝2000m,2,3,5,7,0.25,0.84
福永,新潟芝2200m,5,0,1,6,2.2,0.92
福永,新潟芝2400m,1,0,0,2,0.83,0.43
福永,札幌ダート1700m,1,0,1,2,1.32,3.55
福永,札幌芝1200m,0,0,1,2,0.0,1.5
福永,札幌芝1500m,1,1,0,5,0.66,0.49
福永,札幌芝1800m,0,1,1,2,0.0,1.0
福永,札幌芝2000m,0,0,0,2,0.0,0.0
福永,東京ダート1300m,2,1,0,6,0.82,0.64
福永,東京ダート1400m,2,7,6,41,0.07,0.78
福永,東京ダート1600m,11,4,4,51,0.57,0.68
福永,東京ダート2100m,2,1,0,11,0.99,0.44
福永,東京芝1400m,2,4,3,23,0.19,0.73
福永,東京芝1600m,6,5,9,44,0.43,0.6
福永,東京芝1800m,3,2,4,32,0.46,0.45
福永,東京芝2000m,5,6,2,25,0.49,0.55
福永,東京芝2400m,3,1,2,15,0.31,0.63
福永,福島ダート1150m,0,1,0,1,0.0,0.9
福永,福島ダート1700m,0,0,0,2,0.0,0.0
福永,福島芝2000m,0,1,0,3,0.0,0.97
福永,阪神ダート1200m,14,11,4,52,0.7,0.61
福永,阪神ダート1400m,10,4,16,67,0.37,0.51
福永,阪神ダート1800m,20,17,7,110,0.65,0.57
福永,阪神ダート2000m,4,3,1,24,0.39,0.35
福永,阪神芝1200m,2,4,6,26,0.11,0.8
福永,阪神芝1400m,11,4,5,52,0.56,0.52
福永,阪神芝1600m,16,10,12,84,0.53,0.49
福永,阪神芝1800m,17,8,3,60,0.47,0.47
福永,阪神芝2000m,8,9,11,50,0.93,0.59
福永,阪神芝2200m,2,2,1,16,0.57,0.33
福永,阪神芝2400m,5,4,5,15,0.5,0.8
福永,阪神芝2600m,2,0,0,3,1.88,0.64
福永,阪神芝3000m,0,0,1,1,0.0,2.4
福永,阪神芝3200m,0,0,0,2,0.0,0.0
森田,京都ダート1200m,0,0,1,6,0.0,0.81
森田,京都ダート1400m,0,0,0,4,0.0,0.0
森田,京都ダート1800m,0,1,0,8,0.0,0.8
森田,京都芝1200m,0,0,0,2,0.0,0.0
森田,京都芝1400m,0,0,1,1,0.0,1.2
森田,京都芝1600m,0,0,0,3,0.0,0.0
森田,京都芝1800m,0,0,0,6,0.0,0.0
森田,京都芝2000m,0,0,2,2,0.0,2.35
森田,京都芝2200m,0,0,0,1,0.0,0.0
森田,京都芝2400m,0,0,0,1,0.0,0.0
森田,函館ダート1000m,0,0,0,5,0.0,0.0
森田,函館ダート1700m,0,0,1,4,0.0,1.4
森田,函館芝1200m,1,0,0,5,4.23,1.08
森田,函館芝2000m,0,0,1,2,0.0,1.23
森田,函館芝2600m,0,0,0,1,0.0,0.0
森田,新潟ダート1800m,0,0,0,1,0.0,0.0
森田,新潟芝1400m,0,0,0,1,0.0,0.0
森田,札幌ダート1000m,0,0,0,6,0.0,0.0
森田,札幌ダート1700m,0,3,1,11,0.0,0.67
森田,札幌ダート2400m,0,0,0,1,0.0,0.0
森田,札幌芝1200m,0,0,0,2,0.0,0.0
森田,札幌芝1500m,0,0,0,1,0.0,0.0
森田,札幌芝1800m,0,0,0,3,0.0,0.0
森田,札幌芝2000m,0,0,0,2,0.0,0.0
森田,札幌芝2600m,0,0,0,1,0.0,0.0
森田,阪神ダート1200m,1,2,4,8,0.17,3.55
森田,阪神ダート1400m,0,0,0,11,0.0,0.0
森田,阪神ダート1800m,0,0,0,7,0.0,0.0
森田,阪神ダート2000m,0,0,0,2,0.0,0.0
森田,阪神芝1200m,0,0,0,1,0.0,0.0
森田,阪神芝1400m,0,0,0,1,0.0,0.0
森田,阪神芝1600m,0,0,0,2,0.0,0.0
森田,阪神芝1800m,0,0,0,1,0.0,0.0
森田,阪神芝2000m,0,0,0,1,0.0,0.0
モリス,中京ダート1200m,0,0,0,1,0.0,0.0
モリス,中京ダート1400m,0,0,0,1,0.0,0.0
モリス,中京ダート1800m,0,0,0,1,0.0,0.0
モリス,中京芝1400m,0,0,0,1,0.0,0.0
モリス,中京芝1600m,0,0,0,1,0.0,0.0
モリス,中京芝2000m,0,1,0,3,0.0,0.28
モリス,中山ダート1200m,0,0,0,3,0.0,0.0
モリス,中山芝2000m,0,0,0,1,0.0,0.0
モリス,中山芝2500m,0,0,0,2,0.0,0.0
モリス,京都ダート1200m,0,0,0,1,0.0,0.0
モリス,京都ダート1400m,0,0,0,2,0.0,0.0
モリス,京都ダート1800m,0,0,0,3,0.0,0.0
モリス,京都ダート1900m,0,0,2,1,0.0,1.8
モリス,京都芝1200m,0,0,0,1,0.0,0.0
モリス,京都芝1600m,0,0,0,2,0.0,0.0
モリス,京都芝1800m,0,0,1,2,0.0,3.9
モリス,京都芝2000m,0,0,0,3,0.0,0.0
モリス,京都芝2200m,0,1,0,3,0.0,0.53
モリス,小倉ダート1700m,0,0,0,3,0.0,0.0
モリス,小倉芝1200m,0,1,0,1,0.0,1.1
モリス,小倉芝1800m,0,0,0,2,0.0,0.0
モリス,小倉芝2000m,0,0,0,3,0.0,0.0
モリス,小倉芝2600m,0,0,0,1,0.0,0.0
モリス,札幌ダート1700m,0,0,0,3,0.0,0.0
モリス,札幌芝1200m,0,0,0,3,0.0,0.0
モリス,札幌芝1800m,0,0,0,1,0.0,0.0
モリス,札幌芝2000m,0,0,0,1,0.0,0.0
モリス,札幌芝2600m,0,0,0,1,0.0,0.0
モリス,阪神ダート1200m,0,0,1,1,0.0,0.65
モリス,阪神ダート1400m,0,0,0,3,0.0,0.0
モリス,阪神ダート1800m,0,0,0,4,0.0,0.0
モリス,阪神ダート2000m,0,0,0,1,0.0,0.0
モリス,阪神芝1200m,0,0,1,1,0.0,1.8
モリス,阪神芝1600m,0,0,0,3,0.0,0.0
モリス,阪神芝1800m,0,0,1,2,0.0,4.5
モリス,阪神芝2000m,1,0,1,2,0.62,3.12
野中悠,中京ダート1200m,0,0,0,2,0.0,0.0
野中悠,中京ダート1400m,1,0,0,5,0.98,0.3
野中悠,中京ダート1800m,0,0,1,2,0.0,0.4
野中悠,中京ダート1900m,0,0,0,1,0.0,0.0
野中悠,中京芝1400m,0,0,0,3,0.0,0.0
野中悠,中京芝1600m,0,0,0,2,0.0,0.0
野中悠,中京芝2000m,0,0,0,2,0.0,0.0
野中悠,中京芝2200m,0,0,0,1,0.0,0.0
野中悠,中山ダート1200m,8,8,8,220,0.81,0.52
野中悠,中山ダート1800m,7,15,15,251,0.39,0.61
野中悠,中山ダート2400m,1,0,0,11,0.88,0.3
野中悠,中山ダート2500m,0,0,0,1,0.0,0.0
野中悠,中山芝1200m,1,1,2,17,1.24,1.42
野中悠,中山芝1600m,1,2,1,83,0.41,0.23
野中悠,中山芝1800m,0,0,1,31,0.0,0.15
野中悠,中山芝2000m,1,2,1,59,0.52,0.57
野中悠,中山芝2200m,1,0,0,20,0.34,0.1
野中悠,中山芝2500m,0,0,1,12,0.0,0.14
野中悠,中山芝3600m,0,0,0,1,0.0,0.0
野中悠,京都ダート1800m,0,1,0,3,0.0,2.38
野中悠,京都ダート1900m,0,0,1,1,0.0,0.65
野中悠,京都芝1400m,0,0,0,1,0.0,0.0
野中悠,京都芝1800m,0,0,0,1,0.0,0.0
野中悠,京都芝2000m,0,0,0,1,0.0,0.0
野中悠,京都芝2400m,0,0,0,1,0.0,0.0
野中悠,京都芝3200m,0,0,0,1,0.0,0.0
野中悠,函館ダート1000m,0,0,0,1,0.0,0.0
野中悠,函館ダート1700m,0,0,0,2,0.0,0.0
野中悠,函館ダート2400m,0,0,0,1,0.0,0.0
野中悠,函館芝1200m,0,0,0,1,0.0,0.0
野中悠,函館芝1800m,0,0,0,3,0.0,0.0
野中悠,小倉ダート1000m,0,0,0,2,0.0,0.0
野中悠,小倉ダート1700m,0,0,0,6,0.0,0.0
野中悠,小倉ダート2400m,0,0,0,1,0.0,0.0
野中悠,小倉芝1200m,0,0,0,10,0.0,0.0
野中悠,小倉芝1800m,0,0,0,4,0.0,0.0
野中悠,小倉芝2000m,0,0,0,8,0.0,0.0
野中悠,小倉芝2600m,1,0,0,3,3.23,0.88
野中悠,新潟ダート1200m,0,1,1,29,0.0,0.46
野中悠,新潟ダート1800m,3,1,2,39,1.36,1.17
野中悠,新潟芝1000m,0,0,0,7,0.0,0.0
野中悠,新潟芝1200m,0,0,0,9,0.0,0.0
野中悠,新潟芝1400m,0,1,1,11,0.0,0.65
野中悠,新潟芝1600m,1,1,0,13,0.54,0.23
野中悠,新潟芝1800m,0,0,2,18,0.0,0.86
野中悠,新潟芝2000m,0,0,0,8,0.0,0.0
野中悠,新潟芝2200m,0,0,0,4,0.0,0.0
野中悠,新潟芝2400m,0,0,0,2,0.0,0.0
野中悠,東京ダート1300m,1,1,3,52,0.34,0.38
野中悠,東京ダート1400m,6,4,13,176,0.6,0.56
野中悠,東京ダート1600m,6,8,14,192,0.25,0.96
野中悠,東京ダート2100m,1,0,2,68,0.05,0.15
野中悠,東京芝1400m,3,3,5,82,0.2,0.67
野中悠,東京芝1600m,3,4,5,100,2.65,1.57
野中悠,東京芝1800m,1,3,3,75,0.09,0.79
野中悠,東京芝2000m,0,0,2,38,0.0,0.19
野中悠,東京芝2300m,0,1,0,2,0.0,9.0
野中悠,東京芝2400m,0,0,2,21,0.0,0.58
野中悠,東京芝3400m,0,1,1,1,0.0,4.37
野中悠,福島ダート1150m,2,1,1,25,3.01,1.05
野中悠,福島ダート1700m,2,0,3,47,0.21,0.29
野中悠,福島芝1200m,1,2,2,35,0.1,0.26
野中悠,福島芝1800m,1,1,4,30,2.22,1.1
野中悠,福島芝2000m,1,0,1,19,3.55,0.96
野中悠,福島芝2600m,0,0,0,6,0.0,0.0
野中悠,阪神ダート1200m,0,0,0,2,0.0,0.0
野中悠,阪神ダート1400m,0,0,1,1,0.0,1.8
野中悠,阪神ダート1800m,0,0,0,5,0.0,0.0
野中悠,阪神ダート2000m,0,0,0,1,0.0,0.0
野中悠,阪神芝2000m,0,0,0,1,0.0,0.0
野中悠,阪神芝2400m,0,0,0,1,0.0,0.0
小牧太,中京ダート1200m,0,0,0,2,0.0,0.0
小牧太,中京ダート1400m,0,0,0,10,0.0,0.0
小牧太,中京ダート1800m,0,0,0,5,0.0,0.0
小牧太,中京ダート1900m,0,0,0,2,0.0,0.0
小牧太,中京芝2000m,0,0,0,4,0.0,0.0
小牧太,中山芝1200m,0,0,0,1,0.0,0.0
小牧太,中山芝1600m,0,0,0,1,0.0,0.0
小牧太,京都ダート1200m,0,0,0,5,0.0,0.0
小牧太,京都ダート1400m,0,0,0,5,0.0,0.0
小牧太,京都ダート1800m,0,0,0,5,0.0,0.0
小牧太,京都ダート1900m,0,0,0,2,0.0,0.0
小牧太,京都芝1600m,0,0,0,1,0.0,0.0
小牧太,京都芝1800m,0,0,0,1,0.0,0.0
小牧太,小倉ダート1000m,0,0,1,10,0.0,0.75
小牧太,小倉ダート1700m,2,1,0,17,3.18,0.98
小牧太,小倉芝1200m,0,0,0,10,0.0,0.0
小牧太,小倉芝1800m,0,0,0,5,0.0,0.0
小牧太,小倉芝2000m,0,0,0,3,0.0,0.0
小牧太,小倉芝2600m,0,0,0,1,0.0,0.0
小牧太,新潟ダート1200m,0,0,0,4,0.0,0.0
小牧太,新潟ダート1800m,0,0,0,1,0.0,0.0
小牧太,新潟芝1000m,0,0,1,3,0.0,1.6
小牧太,新潟芝1200m,0,0,0,1,0.0,0.0
小牧太,新潟芝1400m,0,0,0,1,0.0,0.0
小牧太,東京ダート1400m,0,0,0,2,0.0,0.0
小牧太,東京ダート1600m,0,0,0,1,0.0,0.0
小牧太,東京芝1600m,0,0,0,1,0.0,0.0
小牧太,東京芝1800m,0,0,0,1,0.0,0.0
小牧太,東京芝2000m,0,0,0,1,0.0,0.0
小牧太,福島ダート1150m,0,0,0,1,0.0,0.0
小牧太,福島ダート1700m,0,0,0,3,0.0,0.0
小牧太,福島芝1200m,0,0,1,1,0.0,7.4
小牧太,福島芝2000m,0,0,0,1,0.0,0.0
小牧太,阪神ダート1200m,0,0,0,9,0.0,0.0
小牧太,阪神ダート1400m,0,0,0,8,0.0,0.0
小牧太,阪神ダート1800m,0,0,3,9,0.0,1.24
小牧太,阪神ダート2000m,0,0,0,2,0.0,0.0
小牧太,阪神芝1200m,0,0,0,2,0.0,0.0
小牧太,阪神芝1400m,0,0,0,2,0.0,0.0
小牧太,阪神芝1800m,0,0,0,1,0.0,0.0
小牧太,阪神芝2000m,0,0,0,1,0.0,0.0
小牧太,阪神芝2200m,0,0,0,1,0.0,0.0
小牧太,阪神芝2400m,0,0,0,1,0.0,0.0
ムーア,中京ダート1200m,0,0,0,2,0.0,0.0
ムーア,中京ダート1800m,0,1,2,3,0.0,1.33
ムーア,中京ダート1900m,0,1,0,1,0.0,0.55
ムーア,中京芝1400m,1,0,0,2,1.37,0.57
ムーア,中京芝1600m,0,0,0,1,0.0,0.0
ムーア,中京芝2000m,0,0,0,1,0.0,0.0
ムーア,中京芝2200m,1,0,0,1,0.95,0.6
ムーア,中山ダート1200m,3,0,0,4,1.26,0.73
ムーア,中山ダート1800m,1,2,0,5,0.57,0.7
ムーア,中山芝1600m,2,1,0,3,0.6,0.75
ムーア,中山芝1800m,1,0,0,1,19.0,3.7
ムーア,中山芝2000m,0,0,0,2,0.0,0.0
ムーア,中山芝2500m,0,0,0,3,0.0,0.0
ムーア,京都ダート1200m,0,0,2,0,0.0,3.75
ムーア,京都ダート1400m,0,0,0,1,0.0,0.0
ムーア,京都ダート1800m,1,1,0,8,0.28,0.26
ムーア,京都ダート1900m,0,0,0,1,0.0,0.0
ムーア,京都芝1200m,0,0,0,1,0.0,0.0
ムーア,京都芝1400m,2,0,0,6,0.71,0.38
ムーア,京都芝1600m,0,1,1,5,0.0,0.41
ムーア,京都芝1800m,0,1,1,3,0.0,0.56
ムーア,京都芝2000m,0,0,0,6,0.0,0.0
ムーア,京都芝2200m,0,0,0,3,0.0,0.0
ムーア,東京ダート1400m,0,1,0,5,0.0,0.2
ムーア,東京ダート1600m,2,1,2,10,0.27,0.86
ムーア,東京ダート2100m,1,1,0,3,1.14,0.88
ムーア,東京芝1400m,0,1,0,1,0.0,0.55
ムーア,東京芝1600m,2,1,1,8,0.62,0.51
ムーア,東京芝1800m,2,1,0,5,0.51,0.44
ムーア,東京芝2000m,0,5,2,9,0.0,0.86
ムーア,東京芝2400m,1,0,0,5,0.75,0.27
ムーア,阪神ダート1200m,0,1,0,2,0.0,0.7
ムーア,阪神ダート1400m,0,0,1,1,0.0,0.85
ムーア,阪神ダート1800m,0,0,0,2,0.0,0.0
ムーア,阪神ダート2000m,0,0,0,2,0.0,0.0
ムーア,阪神芝1200m,0,0,1,0,0.0,3.2
ムーア,阪神芝1400m,0,1,0,2,0.0,0.6
ムーア,阪神芝1600m,1,0,0,3,0.65,0.28
ムーア,阪神芝1800m,1,1,0,3,0.52,0.52
ムーア,阪神芝2000m,1,0,0,4,0.42,0.22
ムーア,阪神芝2200m,1,0,0,2,1.33,0.57
ムーア,阪神芝2600m,0,0,0,1,0.0,0.0
武士沢,中山ダート1200m,1,5,3,175,0.3,0.21
武士沢,中山ダート1800m,7,6,11,143,0.7,0.73
武士沢,中山ダート2400m,0,0,0,7,0.0,0.0
武士沢,中山芝1200m,0,0,0,6,0.0,0.0
武士沢,中山芝1600m,1,1,0,35,0.43,0.9
武士沢,中山芝1800m,0,0,0,16,0.0,0.0
武士沢,中山芝2000m,0,0,1,16,0.0,0.06
武士沢,中山芝2200m,0,0,0,12,0.0,0.0
武士沢,中山芝2500m,0,0,0,1,0.0,0.0
武士沢,新潟ダート1200m,1,0,2,20,0.25,0.58
武士沢,新潟ダート1800m,3,1,1,18,1.85,0.45
武士沢,新潟芝1000m,0,0,0,4,0.0,0.0
武士沢,新潟芝1200m,0,0,1,4,0.0,2.58
武士沢,新潟芝1400m,0,0,1,11,0.0,3.15
武士沢,新潟芝1600m,0,0,0,3,0.0,0.0
武士沢,新潟芝1800m,0,0,0,3,0.0,0.0
武士沢,新潟芝2000m,0,1,1,4,0.0,2.1
武士沢,新潟芝2200m,0,0,0,1,0.0,0.0
武士沢,新潟芝2400m,0,0,0,1,0.0,0.0
武士沢,東京ダート1300m,1,5,1,41,0.05,0.59
武士沢,東京ダート1400m,3,2,1,121,0.77,0.31
武士沢,東京ダート1600m,1,7,7,112,0.07,0.72
武士沢,東京ダート2100m,0,0,0,33,0.0,0.0
武士沢,東京芝1400m,1,1,1,48,0.11,0.45
武士沢,東京芝1600m,0,0,0,53,0.0,0.0
武士沢,東京芝1800m,0,1,2,29,0.0,0.18
武士沢,東京芝2000m,0,0,0,19,0.0,0.0
武士沢,東京芝2300m,0,0,1,0,0.0,2.4
武士沢,東京芝2400m,0,0,1,10,0.0,0.25
武士沢,福島ダート1150m,0,0,0,13,0.0,0.0
武士沢,福島ダート1700m,1,2,2,25,0.07,0.74
武士沢,福島芝1200m,0,0,0,15,0.0,0.0
武士沢,福島芝1800m,0,0,1,9,0.0,0.11
武士沢,福島芝2000m,0,0,0,7,0.0,0.0
武士沢,福島芝2600m,0,0,0,5,0.0,0.0
武士沢,阪神ダート1200m,0,0,0,1,0.0,0.0
古川,中京ダート1200m,0,0,0,7,0.0,0.0
古川,中京ダート1400m,0,0,0,4,0.0,0.0
古川,中京ダート1800m,0,0,2,5,0.0,3.04
古川,中京ダート1900m,0,0,0,3,0.0,0.0
